fold,solver_revenue,solver_cogs,fold_opt_revenue_mae,fold_opt_cogs_mae,fold_opt_score,w_rev_core_v3_like,w_cogs_core_v3_like,w_rev_aligned_keep_avg,w_cogs_aligned_keep_avg,w_rev_aligned_no_profiles,w_cogs_aligned_no_profiles,w_rev_naive_lag365,w_cogs_naive_lag365
fold_2021,dirichlet_random+scipy_slsqp,dirichlet_random+scipy_slsqp,533011.2921197517,462761.8305566033,718116.024342393,0.28548153197303244,0.14981754894212168,0.3348975991967589,0.4715540398619423,0.28684035609563474,0.04711042738852498,0.09278051273457397,0.33151798380741104
fold_2022,dirichlet_random+scipy_slsqp,dirichlet_random+scipy_slsqp,594112.6509677952,539095.0611947621,809750.6754457001,0.2212245166200359,3.30602250895695e-07,0.42186259892222444,0.8504867553010527,0.3287991949217052,1.4958351302038634e-06,0.028113689536034502,0.14951141826156633
