mean_global_revenue_mae,mean_global_cogs_mae,mean_global_score,w_rev_core_v3_like,w_rev_aligned_keep_avg,w_rev_aligned_no_profiles,w_rev_naive_lag365,w_cogs_core_v3_like,w_cogs_aligned_keep_avg,w_cogs_aligned_no_profiles,w_cogs_naive_lag365
564951.2517917528,504394.70885696285,766709.135334538,0.23256717327905588,0.3153757195540356,0.3780217506041501,0.07403535656275845,0.06167455561101108,0.6510979924238633,0.06877053246686088,0.2184569194982647
