file,w_candidate,w_anchor,mad_avg_vs_anchor,mad_revenue_vs_anchor,mad_cogs_vs_anchor,corr_revenue_vs_anchor,corr_cogs_vs_anchor
ex_20_bridge_w01.csv,0.01,0.99,2073.8833946347104,1798.3341698101076,2349.4326194593127,0.9999994462464099,0.9999997229696554
ex_20_bridge_w02.csv,0.02,0.98,4147.766789269434,3596.668339620231,4698.865238918637,0.9999977852972415,0.9999988931593413
ex_20_bridge_w03.csv,0.03,0.97,6221.650183904143,5395.002509430333,7048.297858377954,0.9999950176280201,0.9999975124872027
ex_20_bridge_w04.csv,0.04,0.96,8295.533578538849,7193.33667924044,9397.730477837258,0.9999911437250928,0.999995582867467
