method,feature,mean_importance
core_plus_std_profiles,fourier_cos_3,516.0
core_plus_std_profiles,rev_over_cogs_lag7,514.0
core_plus_std_profiles,COGS_lag_28,505.0
core_plus_std_profiles,Revenue_lag_180,490.0
core_plus_std_profiles,COGS_lag_1,479.75
core_plus_std_profiles,Revenue_lag_90,467.25
core_plus_std_profiles,Revenue_momentum,464.5
core_plus_std_profiles,COGS_lag_60,463.0
core_plus_std_profiles,Revenue_lag_28,454.25
core_plus_std_profiles,Revenue_lag_60,451.75
core_plus_std_profiles,Revenue_lag_14,446.75
core_plus_std_profiles,Revenue_diff_7,429.0
core_plus_std_profiles,Revenue_lag_21,410.0
core_plus_std_profiles,Revenue_lag_3,393.25
core_plus_std_profiles,COGS_lag_3,390.25
core_plus_std_profiles,COGS_lag_14,388.25
core_plus_std_profiles,COGS_lag_21,387.0
core_plus_std_profiles,COGS_lag_180,377.5
core_plus_std_profiles,Revenue_lag_2,376.0
core_plus_std_profiles,fourier_sin_3,373.0
core_plus_std_profiles,COGS_rstd_7,360.5
core_plus_std_profiles,COGS_lag_2,356.25
core_plus_std_profiles,Revenue_rstd_7,349.5
core_plus_std_profiles,fourier_sin_5,334.0
core_plus_std_profiles,fourier_cos_5,312.0
core_plus_std_profiles,fourier_sin_4,301.0
core_plus_std_profiles,trend,276.5
core_plus_std_profiles,Revenue_rstd_14,271.75
core_plus_std_profiles,COGS_rstd_14,267.5
core_plus_std_profiles,std_rev_woy_mean,256.75
core_plus_std_profiles,Revenue_rmin_7,256.0
core_plus_std_profiles,dayofweek,251.5
core_plus_std_profiles,COGS_rmin_7,250.75
core_plus_std_profiles,COGS_rstd_28,240.25
core_plus_std_profiles,days_since_last_promo_end,230.75
core_plus_std_profiles,days_to_next_promo_start,227.75
core_plus_std_profiles,Revenue_rstd_365,221.5
core_plus_std_profiles,COGS_rmean_7,221.25
core_plus_std_profiles,dayofweek_cos,219.25
core_plus_std_profiles,fourier_sin_2,218.5
core_plus_std_profiles,dayofyear_sin,217.75
core_plus_std_profiles,Revenue_rmin_14,212.75
core_plus_std_profiles,Revenue_rmean_365,212.25
core_plus_std_profiles,fourier_cos_4,210.75
core_plus_std_profiles,COGS_rmedian_7,207.5
core_plus_std_profiles,Revenue_rstd_28,207.0
core_plus_std_profiles,Revenue_rmedian_365,189.75
core_plus_std_profiles,Revenue_rmedian_7,186.75
core_plus_std_profiles,dayofweek_sin,186.0
core_plus_std_profiles,Revenue_rmean_7,179.75
core_plus_std_profiles,Revenue_rstd_60,176.75
core_plus_std_profiles,COGS_rmin_14,171.5
core_plus_std_profiles,COGS_rmedian_14,160.5
core_plus_std_profiles,Revenue_rstd_180,149.25
core_plus_std_profiles,Revenue_rmedian_14,148.75
core_plus_std_profiles,Revenue_rmean_14,141.5
core_plus_std_profiles,Revenue_rmin_28,141.5
core_plus_std_profiles,COGS_rstd_90,141.25
core_plus_std_profiles,Revenue_rmean_180,141.25
core_plus_std_profiles,Revenue_rmin_60,137.0
core_plus_std_profiles,Revenue_rmax_7,135.75
core_plus_std_profiles,COGS_rmean_28,135.0
core_plus_std_profiles,COGS_rmean_14,131.5
core_plus_std_profiles,Revenue_rmin_365,130.0
core_plus_std_profiles,Revenue_rmean_28,126.5
core_plus_std_profiles,COGS_rmax_7,122.0
core_plus_std_profiles,Revenue_rmin_90,120.75
core_plus_std_profiles,fourier_cos_2,117.25
core_plus_std_profiles,Revenue_rmedian_180,115.0
core_plus_std_profiles,Revenue_rmin_180,113.0
core_plus_std_profiles,COGS_rmax_28,112.5
core_plus_std_profiles,Revenue_rstd_90,112.5
core_plus_std_profiles,COGS_rmin_28,109.0
core_plus_std_profiles,dayofyear,107.5
core_plus_std_profiles,Revenue_rmedian_28,103.5
core_plus_std_profiles,COGS_rmax_14,98.75
core_plus_std_profiles,std_rev_dow_mean,92.25
core_plus_std_profiles,Revenue_rmax_14,90.5
core_plus_std_profiles,dayofyear_cos,89.5
core_plus_std_profiles,COGS_rmedian_28,89.25
core_plus_std_profiles,Revenue_rmedian_60,82.25
core_plus_std_profiles,Revenue_rmean_60,81.0
core_plus_std_profiles,Revenue_rmax_28,78.0
core_plus_std_profiles,COGS_rmedian_90,77.75
core_plus_std_profiles,COGS_rmin_90,76.0
core_plus_std_profiles,COGS_rmean_90,75.25
core_plus_std_profiles,Revenue_rmean_90,70.25
core_plus_std_profiles,Revenue_rmedian_90,62.25
core_plus_std_profiles,Revenue_rmax_60,56.75
core_plus_std_profiles,COGS_rmax_90,52.0
core_plus_std_profiles,fourier_sin_1,52.0
core_plus_std_profiles,Revenue_rmax_180,51.5
core_plus_std_profiles,Revenue_rmax_90,43.25
core_plus_std_profiles,year,42.25
core_plus_std_profiles,Revenue_rmax_365,40.0
core_plus_std_profiles,weekofyear,25.25
core_plus_std_profiles,active_discount_sum,21.75
core_plus_std_profiles,fourier_cos_1,21.0
core_plus_std_profiles,month_sin,12.25
core_plus_std_profiles,is_month_start,10.75
core_plus_std_profiles,std_rev_month_mean,9.5
core_plus_std_profiles,month_cos,5.75
core_plus_std_profiles,active_promo_count,5.25
core_plus_std_profiles,is_month_end,3.0
core_plus_std_profiles,active_pct_count,2.0
core_plus_std_profiles,month,2.0
core_plus_std_profiles,active_fixed_count,1.75
core_plus_std_profiles,is_weekend,1.75
core_plus_std_profiles,is_promo_active,0.0
core_plus_std_profiles,quarter,0.0
deep_combo_blend,dayofmonth,663.75
deep_combo_blend,Revenue_diff_1,615.5
deep_combo_blend,Revenue_lag_1,589.75
deep_combo_blend,cancel_rate_lag_7,589.75
deep_combo_blend,bounce_rate_lag_7,576.5
deep_combo_blend,COGS_lag_365,547.25
deep_combo_blend,Revenue_yoy_ratio,534.25
deep_combo_blend,Revenue_mom_ratio,505.75
deep_combo_blend,Revenue_lag_365,484.75
deep_combo_blend,refund_total_lag_7,481.75
deep_combo_blend,COGS_lag_90,478.25
deep_combo_blend,rev_zscore_28,467.75
deep_combo_blend,order_count_lag_7,467.0
deep_combo_blend,fourier_cos_3,452.0
deep_combo_blend,Revenue_wow_ratio,447.75
deep_combo_blend,rev_over_cogs_lag1,433.25
deep_combo_blend,COGS_lag_28,432.5
deep_combo_blend,Revenue_lag_180,429.0
deep_combo_blend,Revenue_lag_28,406.25
deep_combo_blend,page_views_lag_7,399.0
deep_combo_blend,std_rev_month_dow_mean,396.25
deep_combo_blend,rev_over_cogs_lag7,385.75
deep_combo_blend,Revenue_lag_90,368.25
deep_combo_blend,COGS_lag_60,366.5
deep_combo_blend,Revenue_lag_60,360.0
deep_combo_blend,Revenue_lag_14,359.5
deep_combo_blend,COGS_lag_7,357.0
deep_combo_blend,rec_rev_month_dow_mean,355.5
deep_combo_blend,COGS_lag_14,348.25
deep_combo_blend,rev_cogs_spread_lag1,337.25
deep_combo_blend,ship_count_lag_7,332.0
deep_combo_blend,Revenue_diff_7,326.25
deep_combo_blend,visitors_lag_7,321.75
deep_combo_blend,Revenue_lag_21,319.5
deep_combo_blend,Revenue_lag_7,308.5
deep_combo_blend,COGS_lag_1,307.25
deep_combo_blend,COGS_lag_180,306.5
deep_combo_blend,cogs_trend_7_28,306.25
deep_combo_blend,Revenue_lag_3,297.0
deep_combo_blend,COGS_lag_21,294.25
deep_combo_blend,fourier_sin_3,294.0
deep_combo_blend,fourier_sin_5,293.25
deep_combo_blend,pay_total_lag_7,293.25
deep_combo_blend,Revenue_momentum,293.0
deep_combo_blend,COGS_lag_3,291.0
deep_combo_blend,rev_trend_7_28,290.25
deep_combo_blend,COGS_lag_2,282.0
deep_combo_blend,COGS_rstd_7,281.25
deep_combo_blend,Revenue_rstd_7,276.0
deep_combo_blend,visitors_lag_14,253.5
deep_combo_blend,fourier_cos_5,250.0
deep_combo_blend,fourier_sin_4,245.25
deep_combo_blend,Revenue_lag_2,244.75
deep_combo_blend,return_count_lag_7,222.5
deep_combo_blend,COGS_rmin_7,218.5
deep_combo_blend,Revenue_rmin_7,217.0
deep_combo_blend,days_to_next_promo_start,214.75
deep_combo_blend,fourier_cos_4,210.5
deep_combo_blend,COGS_rstd_28,207.0
deep_combo_blend,sessions_lag_7,204.25
deep_combo_blend,COGS_rstd_14,203.5
deep_combo_blend,days_since_last_promo_end,201.0
deep_combo_blend,Revenue_rmedian_365,195.0
deep_combo_blend,dayofweek,188.25
deep_combo_blend,Revenue_rmin_14,187.75
deep_combo_blend,Revenue_rmean_365,187.5
deep_combo_blend,trend,187.5
deep_combo_blend,sessions_lag_14,187.25
deep_combo_blend,Revenue_rstd_14,182.5
deep_combo_blend,Revenue_rstd_365,181.75
deep_combo_blend,dayofweek_cos,177.75
deep_combo_blend,COGS_rmean_7,177.25
deep_combo_blend,fourier_sin_2,172.25
deep_combo_blend,dayofyear_sin,165.5
deep_combo_blend,std_rev_woy_mean,162.5
deep_combo_blend,Revenue_rstd_28,153.75
deep_combo_blend,Revenue_rmedian_7,152.75
deep_combo_blend,COGS_rmedian_7,148.25
deep_combo_blend,Revenue_rmean_7,146.5
deep_combo_blend,dayofweek_sin,144.0
deep_combo_blend,COGS_rmedian_14,141.5
deep_combo_blend,COGS_rmin_14,141.25
deep_combo_blend,trend_x_dayofyear_sin,138.0
deep_combo_blend,Revenue_rstd_60,134.5
deep_combo_blend,Revenue_rmean_180,128.25
deep_combo_blend,Revenue_rmean_14,125.25
deep_combo_blend,COGS_rmean_14,124.0
deep_combo_blend,Revenue_rstd_180,123.25
deep_combo_blend,rec_rev_woy_mean,123.25
deep_combo_blend,trend_x_month_cos,117.0
deep_combo_blend,Revenue_rmin_90,116.0
deep_combo_blend,Revenue_rmedian_14,115.0
deep_combo_blend,Revenue_rmin_60,115.0
deep_combo_blend,COGS_rstd_90,113.5
deep_combo_blend,Revenue_rmax_7,111.0
deep_combo_blend,Revenue_rstd_90,110.0
deep_combo_blend,Revenue_rmin_28,108.0
deep_combo_blend,Revenue_rmin_365,107.0
deep_combo_blend,Revenue_rmin_180,106.0
deep_combo_blend,COGS_rmean_28,105.75
deep_combo_blend,COGS_rmax_28,100.75
deep_combo_blend,Revenue_rmean_28,100.5
deep_combo_blend,rev_cogs_ratio_lag1,98.25
deep_combo_blend,fourier_cos_2,93.75
deep_combo_blend,Revenue_rmedian_180,91.0
deep_combo_blend,COGS_rmax_14,86.5
deep_combo_blend,COGS_rmax_7,86.0
deep_combo_blend,Revenue_rmedian_28,81.0
deep_combo_blend,Revenue_rmax_14,79.75
deep_combo_blend,dayofyear,74.75
deep_combo_blend,COGS_rmin_90,72.75
deep_combo_blend,trend_x_month_sin,70.0
deep_combo_blend,std_rev_dow_mean,69.25
deep_combo_blend,COGS_rmedian_28,68.75
deep_combo_blend,COGS_rmin_28,68.25
deep_combo_blend,Revenue_rmean_60,66.5
deep_combo_blend,COGS_rmean_90,65.5
deep_combo_blend,dayofyear_cos,65.5
deep_combo_blend,Revenue_rmax_28,64.75
deep_combo_blend,Revenue_rmedian_60,64.25
deep_combo_blend,COGS_rmedian_90,62.0
deep_combo_blend,Revenue_rmean_90,59.75
deep_combo_blend,rec_rev_dow_mean,55.25
deep_combo_blend,Revenue_rmedian_90,50.5
deep_combo_blend,Revenue_rmax_180,49.75
deep_combo_blend,fourier_sin_1,49.75
deep_combo_blend,rev_vol_28,46.75
deep_combo_blend,Revenue_rmax_60,45.75
deep_combo_blend,Revenue_rmax_90,44.0
deep_combo_blend,rev_vol_14,42.0
deep_combo_blend,COGS_rmax_90,41.5
deep_combo_blend,promo_dow_pressure,36.75
deep_combo_blend,Revenue_rmax_365,25.5
deep_combo_blend,year,25.0
deep_combo_blend,weekofyear,19.75
deep_combo_blend,fourier_cos_1,17.75
deep_combo_blend,active_discount_sum,17.0
deep_combo_blend,month_sin,13.75
deep_combo_blend,is_month_start,10.25
deep_combo_blend,active_promo_count,5.5
deep_combo_blend,promo_weekend_discount,5.25
deep_combo_blend,std_rev_month_mean,5.25
deep_combo_blend,weekend_monthend,4.5
deep_combo_blend,active_pct_count,2.5
deep_combo_blend,month_cos,2.5
deep_combo_blend,is_weekend,2.0
deep_combo_blend,rec_rev_month_mean,1.75
deep_combo_blend,month,1.5
deep_combo_blend,active_fixed_count,0.75
deep_combo_blend,next_promo_7d,0.75
deep_combo_blend,is_month_end,0.25
deep_combo_blend,is_promo_active,0.25
deep_combo_blend,promo_monthend_discount,0.25
deep_combo_blend,after_promo_7d,0.0
deep_combo_blend,quarter,0.0
deep_combo_promo_std,Revenue_diff_1,751.75
deep_combo_promo_std,dayofmonth,738.5
deep_combo_promo_std,Revenue_lag_1,715.75
deep_combo_promo_std,COGS_lag_365,709.0
deep_combo_promo_std,Revenue_yoy_ratio,690.25
deep_combo_promo_std,Revenue_mom_ratio,671.25
deep_combo_promo_std,rev_over_cogs_lag1,591.25
deep_combo_promo_std,Revenue_wow_ratio,578.5
deep_combo_promo_std,std_rev_month_dow_mean,575.25
deep_combo_promo_std,Revenue_lag_7,574.25
deep_combo_promo_std,COGS_lag_90,562.0
deep_combo_promo_std,Revenue_lag_365,544.0
deep_combo_promo_std,COGS_lag_7,521.75
deep_combo_promo_std,COGS_lag_28,507.0
deep_combo_promo_std,rev_over_cogs_lag7,505.75
deep_combo_promo_std,fourier_cos_3,485.75
deep_combo_promo_std,Revenue_lag_28,473.0
deep_combo_promo_std,Revenue_lag_180,472.5
deep_combo_promo_std,COGS_lag_60,471.25
deep_combo_promo_std,Revenue_momentum,468.25
deep_combo_promo_std,Revenue_diff_7,453.5
deep_combo_promo_std,COGS_lag_14,446.0
deep_combo_promo_std,Revenue_lag_90,445.0
deep_combo_promo_std,COGS_lag_1,438.0
deep_combo_promo_std,Revenue_lag_60,433.25
deep_combo_promo_std,Revenue_lag_21,424.25
deep_combo_promo_std,Revenue_lag_14,424.0
deep_combo_promo_std,COGS_lag_21,407.0
deep_combo_promo_std,COGS_lag_3,387.0
deep_combo_promo_std,Revenue_lag_2,379.5
deep_combo_promo_std,COGS_lag_180,378.0
deep_combo_promo_std,fourier_sin_3,376.25
deep_combo_promo_std,Revenue_lag_3,375.75
deep_combo_promo_std,Revenue_rstd_7,372.75
deep_combo_promo_std,COGS_rstd_7,359.25
deep_combo_promo_std,COGS_lag_2,339.75
deep_combo_promo_std,fourier_sin_5,317.0
deep_combo_promo_std,fourier_cos_5,297.0
deep_combo_promo_std,fourier_sin_4,283.0
deep_combo_promo_std,trend,279.75
deep_combo_promo_std,COGS_rstd_14,278.0
deep_combo_promo_std,Revenue_rmin_7,259.75
deep_combo_promo_std,dayofweek,254.25
deep_combo_promo_std,std_rev_woy_mean,246.0
deep_combo_promo_std,COGS_rstd_28,245.0
deep_combo_promo_std,days_to_next_promo_start,243.5
deep_combo_promo_std,COGS_rmin_7,242.25
deep_combo_promo_std,Revenue_rstd_365,239.0
deep_combo_promo_std,Revenue_rstd_14,233.0
deep_combo_promo_std,dayofweek_cos,224.25
deep_combo_promo_std,COGS_rmean_7,221.75
deep_combo_promo_std,dayofyear_sin,219.75
deep_combo_promo_std,fourier_sin_2,214.75
deep_combo_promo_std,days_since_last_promo_end,214.25
deep_combo_promo_std,Revenue_rmedian_365,212.5
deep_combo_promo_std,Revenue_rmean_365,210.0
deep_combo_promo_std,Revenue_rmin_14,210.0
deep_combo_promo_std,fourier_cos_4,200.25
deep_combo_promo_std,COGS_rmedian_7,196.5
deep_combo_promo_std,Revenue_rstd_28,191.75
deep_combo_promo_std,Revenue_rmean_7,182.0
deep_combo_promo_std,dayofweek_sin,181.25
deep_combo_promo_std,Revenue_rmedian_7,180.25
deep_combo_promo_std,Revenue_rstd_60,176.0
deep_combo_promo_std,COGS_rmin_14,166.0
deep_combo_promo_std,COGS_rmedian_14,162.25
deep_combo_promo_std,Revenue_rmedian_14,161.0
deep_combo_promo_std,Revenue_rmean_14,151.0
deep_combo_promo_std,Revenue_rstd_180,145.5
deep_combo_promo_std,Revenue_rmean_180,145.25
deep_combo_promo_std,COGS_rmean_14,142.5
deep_combo_promo_std,COGS_rstd_90,138.5
deep_combo_promo_std,Revenue_rstd_90,138.25
deep_combo_promo_std,COGS_rmean_28,138.0
deep_combo_promo_std,Revenue_rmax_7,134.0
deep_combo_promo_std,Revenue_rmin_90,130.5
deep_combo_promo_std,Revenue_rmean_28,129.5
deep_combo_promo_std,Revenue_rmin_60,125.5
deep_combo_promo_std,Revenue_rmin_28,123.5
deep_combo_promo_std,COGS_rmax_28,122.25
deep_combo_promo_std,Revenue_rmin_365,118.25
deep_combo_promo_std,COGS_rmax_7,115.25
deep_combo_promo_std,fourier_cos_2,114.25
deep_combo_promo_std,COGS_rmin_28,112.0
deep_combo_promo_std,Revenue_rmedian_180,111.0
deep_combo_promo_std,Revenue_rmin_180,110.0
deep_combo_promo_std,COGS_rmax_14,105.0
deep_combo_promo_std,Revenue_rmax_14,99.0
deep_combo_promo_std,dayofyear,98.0
deep_combo_promo_std,Revenue_rmedian_28,93.75
deep_combo_promo_std,Revenue_rmean_60,88.75
deep_combo_promo_std,std_rev_dow_mean,86.25
deep_combo_promo_std,dayofyear_cos,85.5
deep_combo_promo_std,Revenue_rmax_28,83.25
deep_combo_promo_std,COGS_rmedian_28,82.0
deep_combo_promo_std,Revenue_rmedian_60,77.0
deep_combo_promo_std,Revenue_rmean_90,76.0
deep_combo_promo_std,COGS_rmean_90,74.0
deep_combo_promo_std,COGS_rmin_90,74.0
deep_combo_promo_std,Revenue_rmax_60,69.75
deep_combo_promo_std,Revenue_rmedian_90,68.25
deep_combo_promo_std,promo_dow_pressure,63.75
deep_combo_promo_std,COGS_rmedian_90,63.5
deep_combo_promo_std,Revenue_rmax_90,53.5
deep_combo_promo_std,fourier_sin_1,52.75
deep_combo_promo_std,Revenue_rmax_180,47.0
deep_combo_promo_std,COGS_rmax_90,42.75
deep_combo_promo_std,year,36.75
deep_combo_promo_std,Revenue_rmax_365,34.75
deep_combo_promo_std,weekofyear,26.0
deep_combo_promo_std,fourier_cos_1,21.25
deep_combo_promo_std,active_discount_sum,19.5
deep_combo_promo_std,month_sin,16.25
deep_combo_promo_std,is_month_start,13.0
deep_combo_promo_std,std_rev_month_mean,10.0
deep_combo_promo_std,promo_weekend_discount,6.75
deep_combo_promo_std,active_promo_count,4.25
deep_combo_promo_std,is_weekend,3.75
deep_combo_promo_std,month_cos,3.5
deep_combo_promo_std,active_pct_count,3.25
deep_combo_promo_std,is_month_end,2.5
deep_combo_promo_std,active_fixed_count,2.25
deep_combo_promo_std,month,1.5
deep_combo_promo_std,after_promo_7d,0.75
deep_combo_promo_std,next_promo_7d,0.75
deep_combo_promo_std,is_promo_active,0.25
deep_combo_promo_std,promo_monthend_discount,0.0
deep_combo_promo_std,quarter,0.0
