revenue_solver,revenue_objective,cogs_solver,cogs_objective,std_penalty,weight_shrink_l2,w_rev_core_v3_like,w_cogs_core_v3_like,w_rev_aligned_keep_avg,w_cogs_aligned_keep_avg,w_rev_aligned_drop_avg,w_cogs_aligned_drop_avg,w_rev_aligned_no_profiles,w_cogs_aligned_no_profiles,w_rev_naive_lag365,w_cogs_naive_lag365,w_rev_naive_lag365_lag7_blend,w_cogs_naive_lag365_lag7_blend
dirichlet_random,604403.4664512693,dirichlet_random,525676.3949157576,0.1,0.02,0.2718064271967236,0.31460516190879,0.38183296126161353,0.465423339249219,0.008009972879957833,0.0051653070130737505,0.13665952149956134,0.0176953327298291,0.1868823394640304,0.19238900073835935,0.014808777698113423,0.004721858360728605
