mean_global_revenue_mae,mean_global_cogs_mae,mean_global_score,w_rev_core_v3_like,w_rev_aligned_keep_avg,w_rev_aligned_drop_avg,w_rev_aligned_no_profiles,w_rev_naive_lag365,w_rev_naive_lag365_lag7_blend,w_cogs_core_v3_like,w_cogs_aligned_keep_avg,w_cogs_aligned_drop_avg,w_cogs_aligned_no_profiles,w_cogs_naive_lag365,w_cogs_naive_lag365_lag7_blend
599677.1763756584,522071.35813986085,808505.7196316026,0.2718064271967236,0.38183296126161353,0.008009972879957833,0.13665952149956134,0.1868823394640304,0.014808777698113423,0.31460516190879,0.465423339249219,0.0051653070130737505,0.0176953327298291,0.19238900073835935,0.004721858360728605
