mean_global_revenue_mae,mean_global_cogs_mae,mean_global_score,w_rev_core_v3_like,w_rev_aligned_keep_avg,w_rev_aligned_no_profiles,w_rev_aligned_recency_profiles,w_rev_naive_lag365,w_cogs_core_v3_like,w_cogs_aligned_keep_avg,w_cogs_aligned_no_profiles,w_cogs_aligned_recency_profiles,w_cogs_naive_lag365
627900.5315736155,510684.8455714655,832174.4698022017,0.1324249025602409,0.06159713038417028,0.4760273985380113,0.1678462545253055,0.16210431399227204,0.025106305329687217,0.20416256422696907,0.5910634152316114,2.5136179659629216e-05,0.17964257903207254
