revenue_solver,revenue_objective,cogs_solver,cogs_objective,std_penalty,weight_shrink_l2,w_rev_core_v3_like,w_cogs_core_v3_like,w_rev_aligned_keep_avg,w_cogs_aligned_keep_avg,w_rev_aligned_no_profiles,w_cogs_aligned_no_profiles,w_rev_aligned_recency_profiles,w_cogs_aligned_recency_profiles,w_rev_naive_lag365,w_cogs_naive_lag365
dirichlet_random+scipy_slsqp,619779.1399231792,dirichlet_random+scipy_slsqp,518583.49229067104,0.08,0.01,0.1324249025602409,0.025106305329687217,0.06159713038417028,0.20416256422696907,0.4760273985380113,0.5910634152316114,0.1678462545253055,2.5136179659629216e-05,0.16210431399227204,0.17964257903207254
