fold,solver_revenue,solver_cogs,fold_opt_revenue_mae,fold_opt_cogs_mae,fold_opt_score,w_rev_core_v3_like,w_cogs_core_v3_like,w_rev_aligned_keep_avg,w_cogs_aligned_keep_avg,w_rev_aligned_no_profiles,w_cogs_aligned_no_profiles,w_rev_aligned_recency_profiles,w_cogs_aligned_recency_profiles,w_rev_naive_lag365,w_cogs_naive_lag365
fold_2020,dirichlet_random,dirichlet_random+scipy_slsqp,664564.9801660774,502694.92033954704,865642.9483018963,0.24261598893350256,1.3719366433152743e-08,0.001564892973100703,2.1341489195693912e-08,0.27659041956331143,0.7907924257992711,0.0007970242695949849,9.620444300737798e-09,0.4784316742604903,0.2092075295194291
fold_2021,dirichlet_random+scipy_slsqp,dirichlet_random+scipy_slsqp,550483.0013802275,463558.87629412464,735906.5518978772,0.15962703767436404,0.09242839883187937,0.3443683452787865,0.24983895904661044,0.008625007485176316,0.25664437903759296,0.3356849982329722,1.2241403183554058e-12,0.1516946113287009,0.4010882630826932
fold_2022,dirichlet_random+scipy_slsqp,dirichlet_random,590549.5352113288,538369.7516636245,805897.4358767787,0.06860427065503395,0.008631369534179631,0.627666065633948,0.5401874333203783,0.1578694228028649,0.3321158521898774,0.1458597213306191,0.024645019796702004,5.195775340374599e-07,0.09442032515886274
