file,w_candidate,w_anchor,mad_avg_vs_anchor,mad_revenue_vs_anchor,mad_cogs_vs_anchor,corr_revenue_vs_anchor,corr_cogs_vs_anchor
ex_26_bridge_w01.csv,0.01,0.99,2194.802331134991,2367.480457167622,2022.1242051023605,0.9999981813363996,0.9999995311701129
ex_26_bridge_w02.csv,0.02,0.98,4389.604662269952,4734.960914335204,4044.2484102047,0.9999927245271081,0.9999981210406464
ex_26_bridge_w03.csv,0.03,0.97,6584.406993404932,7102.441371502823,6066.372615307041,0.9999836284334354,0.999995764134025
ex_26_bridge_w04.csv,0.04,0.96,8779.209324539917,9469.921828670422,8088.496820409414,0.9999708920355224,0.9999924549488092
