mean_global_revenue_mae,mean_global_cogs_mae,mean_global_score,w_rev_core_v3_like,w_rev_aligned_keep_avg,w_rev_aligned_no_profiles,w_rev_aligned_recency_profiles,w_rev_naive_lag365,w_cogs_core_v3_like,w_cogs_aligned_keep_avg,w_cogs_aligned_no_profiles,w_cogs_aligned_recency_profiles,w_cogs_naive_lag365
613518.2655008525,543590.2574703541,830954.3684889941,0.047726304297394,0.0026485951827434203,0.6792781707746464,0.09880821443295362,0.17153871531226247,0.21906239908598224,0.4292486055870353,0.003336401152771907,0.007468867220995616,0.3408837269532149
