file,w_candidate,w_anchor,mad_avg_vs_anchor,mad_revenue_vs_anchor,mad_cogs_vs_anchor,corr_revenue_vs_anchor,corr_cogs_vs_anchor
ex_12_bridge_w02.csv,0.02,0.98,9177.447732271623,8450.511810169053,9904.383654374193,0.9999758500623734,0.9999437840420123
ex_12_bridge_w04.csv,0.04,0.96,18354.89546454325,16901.023620338132,19808.767308748367,0.9999044448424464,0.9997774490576301
ex_12_bridge_w06.csv,0.06,0.94,27532.343196814872,25351.535430507185,29713.150963122556,0.9997873281437684,0.99950446509911
ex_12_bridge_w08.csv,0.08,0.92,36709.79092908647,33802.047240676286,39617.534617496654,0.9996260127339075,0.9991282971866754
