fold,solver_revenue,solver_cogs,fold_opt_revenue_mae,fold_opt_cogs_mae,fold_opt_score,w_rev_core_v3_like,w_cogs_core_v3_like,w_rev_aligned_keep_avg,w_cogs_aligned_keep_avg,w_rev_aligned_no_profiles,w_cogs_aligned_no_profiles,w_rev_aligned_recency_profiles,w_cogs_aligned_recency_profiles,w_rev_naive_lag365,w_cogs_naive_lag365
fold_2020,dirichlet_random,dirichlet_random,669960.8333207776,538271.7659235541,885269.5396901991,0.4559830608037558,0.30416387723259547,0.005634679473872519,0.0017391033420094757,0.1634580197258078,0.31217796080667937,0.014156979614221514,0.0419317620105244,0.36076726038234225,0.33998729660819144
fold_2021,dirichlet_random,dirichlet_random,546546.5087142437,473901.5269672126,736107.1195011287,0.3131270353943896,0.09509133584568526,0.020037198090518512,0.1755800525569849,0.037774499841138814,0.0025349950297652965,0.5639178801942801,0.3342150705211767,0.0651433864796728,0.3925785460463879
fold_2022,dirichlet_random+scipy_slsqp,dirichlet_random,588014.4177903287,545030.0771847762,806026.4486642393,0.06962419466404621,0.2020365004890428,0.2390777398843499,0.5432270919196416,0.17257595879215876,0.0006176838927726712,0.5017014428831877,0.01232106529804195,0.0170206637762574,0.24179765840050094
