revenue_solver,revenue_objective,cogs_solver,cogs_objective,std_penalty,weight_shrink_l2,w_rev_core_v3_like,w_cogs_core_v3_like,w_rev_aligned_keep_avg,w_cogs_aligned_keep_avg,w_rev_aligned_no_profiles,w_cogs_aligned_no_profiles,w_rev_aligned_recency_profiles,w_cogs_aligned_recency_profiles,w_rev_naive_lag365,w_cogs_naive_lag365
dirichlet_random+scipy_slsqp,608195.1815902779,dirichlet_random,539287.8120826329,0.08,0.01,0.21095993616639833,0.1627859137485286,2.2496124802019796e-06,0.4222211541526749,0.16403662785735856,0.051842341233575576,0.49086797834036033,0.002884602495011926,0.13413320802340256,0.3602659883702092
