file,w_candidate,w_anchor,mad_avg_vs_anchor,mad_revenue_vs_anchor,mad_cogs_vs_anchor,corr_revenue_vs_anchor,corr_cogs_vs_anchor
ex_27_bridge_w01.csv,0.01,0.99,2231.7654175123866,2774.7048482614055,1688.825986763368,0.9999987927563405,0.9999995422604471
ex_27_bridge_w02.csv,0.02,0.98,4463.53083502474,5549.409696522772,3377.6519735267084,0.9999951682178818,0.9999981705089426
ex_27_bridge_w03.csv,0.03,0.97,6695.29625253712,8324.114544784172,5066.47796029007,0.9999891222073686,0.9999958869478831
ex_27_bridge_w04.csv,0.04,0.96,8927.061670049483,11098.819393045567,6755.3039470533995,0.9999806505930644,0.9999926937818497
