revenue_solver,revenue_objective,cogs_solver,cogs_objective,std_penalty,weight_shrink_l2,w_rev_core_v3_like,w_cogs_core_v3_like,w_rev_aligned_keep_avg,w_cogs_aligned_keep_avg,w_rev_aligned_no_profiles,w_cogs_aligned_no_profiles,w_rev_aligned_recency_profiles,w_cogs_aligned_recency_profiles,w_rev_naive_lag365,w_cogs_naive_lag365
dirichlet_random+scipy_slsqp,636212.5224303036,dirichlet_random+scipy_slsqp,537232.3373950535,0.08,0.01,0.08594498609412746,0.13890908595984336,0.21585262353008305,0.5096738741806035,0.26230185917436044,0.06190576508320509,0.22333508345038308,3.627203014326098e-07,0.212565447751046,0.2895109120560466
