mean_global_revenue_mae,mean_global_cogs_mae,mean_global_score,w_rev_core_v3_like,w_rev_aligned_keep_avg,w_rev_aligned_no_profiles,w_rev_aligned_recency_profiles,w_rev_naive_lag365,w_cogs_core_v3_like,w_cogs_aligned_keep_avg,w_cogs_aligned_no_profiles,w_cogs_aligned_recency_profiles,w_cogs_naive_lag365
630466.0317028053,535587.8382359361,844701.1669971797,0.11373201665174476,0.22607970759067667,0.3879686981182909,0.062451741937833094,0.2097678357014546,0.14512255854085837,0.0031440006583726425,0.264947492657333,0.33284603236397753,0.2539399157794584
