revenue_solver,revenue_objective,cogs_solver,cogs_objective,std_penalty,weight_shrink_l2,w_rev_core_v3_like,w_cogs_core_v3_like,w_rev_aligned_keep_avg,w_cogs_aligned_keep_avg,w_rev_aligned_no_profiles,w_cogs_aligned_no_profiles,w_rev_aligned_recency_profiles,w_cogs_aligned_recency_profiles,w_rev_naive_lag365,w_cogs_naive_lag365
dirichlet_random+scipy_slsqp,620146.4138550736,dirichlet_random,539764.5300269576,0.08,0.01,0.11373201665174476,0.14512255854085837,0.22607970759067667,0.0031440006583726425,0.3879686981182909,0.264947492657333,0.062451741937833094,0.33284603236397753,0.2097678357014546,0.2539399157794584
