fold,solver_revenue,solver_cogs,fold_opt_revenue_mae,fold_opt_cogs_mae,fold_opt_score,w_rev_core_v3_like,w_cogs_core_v3_like,w_rev_aligned_keep_avg,w_cogs_aligned_keep_avg,w_rev_aligned_no_profiles,w_cogs_aligned_no_profiles,w_rev_aligned_recency_profiles,w_cogs_aligned_recency_profiles,w_rev_naive_lag365,w_cogs_naive_lag365
fold_2020,dirichlet_random,dirichlet_random,693348.7039426928,552662.491190211,914413.7004187773,0.026639953288473156,0.47292394587971553,0.004349510280997142,0.008611648282639238,0.30391664236928895,0.05146351050845238,0.03477387555723461,0.1832038364552746,0.6303200185040061,0.2837970588739183
fold_2021,dirichlet_random,dirichlet_random,532256.794301746,463769.09488067904,717764.4322540176,0.21786402318954415,0.2560239433741723,0.3252556219210973,0.15902586182929632,0.3525704340467069,0.26184059483500194,0.008892454463343628,0.005472253890989532,0.095417466379308,0.3176373460705399
fold_2022,dirichlet_random+scipy_slsqp,dirichlet_random,603867.50861741,550506.6888622977,824070.1841623288,0.1202828980853774,0.020196185984552154,0.3334815646319581,0.01802640774106091,0.43687120275426633,0.349008893100851,2.4488271549179827e-06,0.510340033628895,0.10936188570124333,0.10242847954464096
