fold,solver_revenue,solver_cogs,fold_opt_revenue_mae,fold_opt_cogs_mae,fold_opt_score,w_rev_core_v3_like,w_cogs_core_v3_like,w_rev_aligned_keep_avg,w_cogs_aligned_keep_avg,w_rev_aligned_no_profiles,w_cogs_aligned_no_profiles,w_rev_aligned_recency_profiles,w_cogs_aligned_recency_profiles,w_rev_naive_lag365,w_cogs_naive_lag365
fold_2020,dirichlet_random+scipy_slsqp,dirichlet_random,682683.0110698425,543790.0618614798,900199.0358144344,0.35122654910273843,0.4851817601594582,0.2237205078714106,0.0204504963668605,1.182072300074344e-05,0.08645879577973212,3.397585074838517e-08,0.007416889542119274,0.4250410883269995,0.4004920581518299
fold_2021,dirichlet_random+scipy_slsqp,dirichlet_random,550205.5310234845,469622.96301791846,738054.716230652,0.2876492483577922,0.28510403628139175,0.05373511287512238,0.10444140517377547,0.37247063364495014,0.0022969520762434257,0.21144863043896706,0.22877128136505862,0.07469637468316817,0.37938632510353076
fold_2022,dirichlet_random+scipy_slsqp,dirichlet_random,581940.185036231,563642.514091454,807397.1906728125,0.08445034734238867,0.009131845213279964,0.011729979041358965,0.7065324037026485,0.2651053638074794,0.1026207386445185,0.6152013005370338,0.009561508829331867,0.023513009271739136,0.17215350361022133
