mean_global_revenue_mae,mean_global_cogs_mae,mean_global_score,w_rev_core_v3_like,w_rev_aligned_keep_avg,w_rev_aligned_no_profiles,w_rev_aligned_recency_profiles,w_rev_naive_lag365,w_cogs_core_v3_like,w_cogs_aligned_keep_avg,w_cogs_aligned_no_profiles,w_cogs_aligned_recency_profiles,w_cogs_naive_lag365
629642.0394389408,536286.3302987184,844156.5715584281,0.2005869213560279,0.02517163376838065,0.4507313566546273,0.2128350279444297,0.11067506027653445,0.19779910431558376,0.47505929217663134,0.024012787435991872,1.337011189398743e-22,0.30312881607179304
