fold,solver,opt_score,ensemble_revenue_mae,ensemble_cogs_mae,ensemble_score,w_core_v3_like,w_aligned_keep_avg,w_aligned_drop_avg,w_naive_lag365
fold_2021,scipy_slsqp,727164.465161212,540143.7140726147,467551.8777214932,727164.465161212,0.2512616178271794,0.5380352142385658,1.8307150969627928e-13,0.2107031679340718
fold_2022,scipy_slsqp,817603.0889171457,601127.5663234685,541188.8064841932,817603.0889171457,0.13992282785700705,0.7815972268287381,2.2800583567218123e-17,0.07847994531425476
