mean_ensemble_revenue_mae,mean_ensemble_cogs_mae,mean_ensemble_score,w_core_v3_like,w_aligned_keep_avg,w_aligned_drop_avg,w_naive_lag365
570635.6401980416,504370.3421028432,772383.7770391789,0.1955922228420932,0.659816220533652,9.154715513992325e-14,0.1445915566241633
